ID,ID2,BRAND,TITLE,CATEGORY,UPC,MSRP,COST
IBO450,HDIONBOGAL,Ionic,Ionic PK Boost gal,Nutrients,659627000186,50,28.6
IBO475,HDIONBO5GAL,Ionic,Ionic PK Boost 5 gal,Nutrients,659627000209,180,100
IBS432,HDIONSOBLQT,Ionic,Ionic Bloom for Soil qt,Nutrients,659627000285,20,13.2
IBS475,HDIONSOBL5GAL,Ionic,Ionic Bloom for Soil 5 gal,Nutrients,659627000322,180,100
IG450,HDIONGRGAL,Ionic,Ionic Grow gal,Nutrients,659627000025,50,28.6
IG465,HDIONGR2.5GAL,Ionic,Ionic Grow 2.5 gal,Nutrients,659627000032,100,60.5
IG475,HDIONGR5GAL,Ionic,Ionic Grow 5 gal,Nutrients,659627000049,180,100
IGF433,GTIGQT,Grotek,Grotek Insta-Green L,Nutrients,670829808042,13.48,8.24
IGF451,GTIGGAL,Grotek,Grotek Insta-Green 4 L,Nutrients,670829808059,36.69,22.42
IGH465,HDIONGRHW2.5GAL,Ionic,Ionic Grow Hardwater 2.5 gal,Nutrients,659627000117,100,60.5
IGS432,HDIONSOGRQT,Ionic,Ionic Grow for Soil qt,Nutrients,659627000230,20,13.2
IGS450,HDIONSOGRGAL,Ionic,Ionic Grow for Soil gal,Nutrients,659627000247,50,28.6
IGS475,HDIONSOGR5GAL,Ionic,Ionic Grow for Soil 5 gal,Nutrients,659627000346,180,100
JEL301,PRPSJ2,Plant Success,Plant Success Jellyfish 2 oz,Beneficials,689319012197,18,10.01
JEL301,PRPSJ2,Plant Success,Plant Success Jellyfish 2 oz,Beneficials,689319012197,18,10.01
KBL432,GH1452,General Hydroponics,General Hydroponics KoolBloom Liquid qt,Nutrients,793094014526,22,11.97
KBL450,GH1453,General Hydroponics,General Hydroponics KoolBloom Liquid gal,Nutrients,793094014533,63.5,34.93
KBL465,GH1454,General Hydroponics,General Hydroponics KoolBloom Liquid 2.5 gal,Nutrients,793094014540,137,74.97
KBL486,GH1455,General Hydroponics,General Hydroponics KoolBloom Liquid 6 gal,Nutrients,793094014557,306,152.75
KBL490,GH1457,General Hydroponics,General Hydroponics KoolBloom Liquid 15 gal (SO Only),Nutrients,793094014571,764,381.88
KBL499,GH1458,General Hydroponics,General Hydroponics KoolBloom Liquid 55 gal (SO Only),Nutrients,793094014588,2800,1400.21
KBR401,GH1315,General Hydroponics,General Hydroponics KoolBloom Ripening Formula 4 oz,Nutrients,793094013154,15.5,8.404
KBR406,GH1316,General Hydroponics,General Hydroponics KoolBloom Ripening Formula 2.2 lb,Nutrients,793094013161,29.5,16.17
KBR416,GH1318,General Hydroponics,General Hydroponics KoolBloom Ripening Formula 16 lb,Nutrients,793094013185,212,106
KT450,ETKTGAL,Humboldt County's Own,Humboldt County's Own Killer Tea gal,Nutrients,892753002222,37.39,22.62
KT465,ETKT2.5GAL,Humboldt County's Own,Humboldt County's Own Killer Tea 2.5 gal,Nutrients,892753002239,74.78,45.23
LDGB938D,FX14099,FoxFarm,Lucky Dog K-9 Kube Growers Blend 3.8 cu ft,Soil,752289580031,59,30.6
LK432,BC32302,Botanicare,Botanicare Liquid Karma qt,Nutrients,757900200329,29,15.95
LK450,BC32303,Botanicare,Botanicare Liquid Karma gal,Nutrients,757900201289,70,38.5
LK465,BC32304,Botanicare,Botanicare Liquid Karma 2.5 gal,Nutrients,757900203207,158,86.85
LK475,BC32306,Botanicare,Botanicare Liquid Karma 5 gal,Nutrients,757900206406,301.75,150.94
LK475,BC32306,Botanicare,Botanicare Liquid Karma 5 gal,Nutrients,757900206406,301.75,150.94
LK499,BC32307,Botanicare,Botanicare Liquid Karma 55 gal (SO Only),Nutrients,757900209995,2992.5,1496.25
LR105,LRAAL3.5,LightRail ,LightRail Add-A-Lamp Kit 6',Movers/Support,689001310006,65,39.11
LR107,LR3.5RX,LightRail ,LightRail Extender Rail 3',Movers/Support,689001320081,16,9.64
LR108,LR3.5RB,LightRail ,LightRail RoboStik,Movers/Support,689001390046,32,19.29
LR110,LR3.5ID9KIT,LightRail ,LightRail 3.5 IntelliDrive Kit,Movers/Support,689001301592,257,154
LR119,LR3.5ID9,LightRail ,LightRail 3.5 IntelliDrive Replacement Motor,Movers/Support,689001301097,231,138.21
LR121,LRTWRKIT,LightRail ,LightRail Trolley Wheel Replacement Kit,Movers/Support,689001390039,8,4.82
LR123,LRDWORKIT,LightRail ,LightRail Drive Wheel Replacement Kit,Movers/Support,689001390022,5.5,3.21
LR140,LR4ID6KIT,LightRail ,LightRail 4.0 AdjustaDrive Kit,Movers/Support,689001400011,325,195
LR149,LR4ID6,LightRail ,LightRail 4.0 AdjustaDrive Replacement Motor,Movers/Support,689001400028,275,165
LR151,LR5AABKIT,LightRail ,LightRail Add-A-Bar Kit,Movers/Support,689001351016,177,106.07
LWA910I,FX14083,FoxFarm,FoxFarm Light Warrior Seed Starter cu ft (IN MO FL Only),Soil,752289890062,23,11.6
MAG432,ETMAG32OZ,Humboldt County's Own,Humboldt County's Own Magnum qt,Nutrients,892753002338,13.95,8.44
MAG450,ETMAGGAL,Humboldt County's Own,Humboldt County's Own Magnum gal,Nutrients,892753002345,39.95,24.17
MAG465,ETMAG2.5GAL,Humboldt County's Own,Humboldt County's Own Magnum 2.5 gal,Nutrients,892753002352,79.9,48.35
MAX433,MCORGQT,Maxicrop,Maxicrop Liquid Seaweed qt,Fertilizers,755361010051,11.95,8.04
MAX450,MCORGGAL,Maxicrop,Maxicrop Liquid Seaweed gal,Fertilizers,755361010037,27.25,18.38
MAX465,MCORG2.5GAL,Maxicrop,Maxicrop Liquid Seaweed 2.5 gal,Fertilizers,755361010044,61.25,41.25
MAXC402,MCSP10.7OZ,Maxicrop,Maxicrop Water Soluble Seaweed 10.7 oz,Fertilizers,755361020012,21,14.21
MB406,GH1221,General Hydroponics,General Hydroponics MaxiBloom 2.2 lb,Nutrients,793094012218,16,8.93
MB416,GH1223,General Hydroponics,General Hydroponics MaxiBloom 16 lb,Nutrients,793094012232,118,59
MBRP206,BCPTMESH6,Botanicare,Mesh Bottom Round Pot 6in ,Pots/Containers,757900811815,1.35,0.72
MBRP208,BCPTMESH8,Botanicare,Mesh Bottom Round Pot 8in ,Pots/Containers,757900811822,2.375,1.215
MC433,TFMC1L,Technaflora,Technaflora MagiCal L,Nutrients,625664806050,20.82,11.25
MC451,TFMC4L,Technaflora,Technaflora MagiCal 4 L,Nutrients,625664806067,72.89,38.17
MC466,TFMC10L,Technaflora,Technaflora MagiCal 10 L,Nutrients,625664806074,173.56,95.46
MF432,MCFISHQT,Maxicrop,Maxicrop Fish qt,Fertilizers,755361012024,10.75,7.24
MF451,MCFISHGAL,Maxicrop,Maxicrop Fish gal,Fertilizers,755361012031,23.75,16
MFAH608,CF340425,Max-Fan,Max-Fan HO 8in w/ 3 Speed 932 cfm,Ventilation,840470002186,389,233.28
MG406,GH1211,General Hydroponics,General Hydroponics MaxiGro 2.2 lb,Nutrients,793094012119,16,8.93
MG416,GH1213,General Hydroponics,General Hydroponics MaxiGro 16 lb,Nutrients,793094012133,118,59
MIC200,HL31026,HydroLogic,HydroLogic micRO75 Reverse Osmosis Filter 75 GPD,Water Filtration,812111011970,130,78
MMGTH300,MONDIE100,Mondi,Mondi Mini Greenhouse Thermo-Hygrometer,Propagation Supplies,876395001034,15.5,10.21
MMS842,MONDIG400,Mondi,Mondi Mist N' Spray 1.4 L ,Watering/Irrigation,876395000327,10,6.68
MOBL401,GTMB130,Grotek,Grotek Classic Monster Bloom 130 g,Nutrients,670829812131,9.8625,6.579
MOG401,PRPSMO04,Plant Success,Mike O'Rizey Granular 4 oz,Beneficials,893190121262,7,4.4
MOG406,PRPSMO2,Plant Success,Mike O'Rizey Granular 32 oz,Beneficials,689319012203,43,28.23
MOG410,PRPSMO5,Plant Success,Mike O'Rizey Granular 5 lb,Beneficials,689319012210,87,56.64
MPA432,HDMOTHERAQT,Mother Plant,MotherPlant A qt,Nutrients,659627014046,18,11
MPA450,HDMOTHERAGAL,Mother Plant,MotherPlant A gal,Nutrients,659627014145,45,30.36
MPB432,HDMOTHERBQT,Mother Plant,MotherPlant B qt,Nutrients,659627014053,18,11
MPB450,HDMOTHERBGAL,Mother Plant,MotherPlant B gal,Nutrients,659627014152,45,30.36
MPI433,MCIRONQT,Maxicrop,Maxicrop Plus Iron qt,Fertilizers,755361011041,13,8.73
MPI451,MCIRONGAL,Maxicrop,Maxicrop Plus Iron gal,Fertilizers,755361011034,29.5,19.98
MPR310,RW108004,Grodan,GRODAN MACROPLUGS Round 1.5in 50 Pack,Rockwool,856372001165,12.16,7.3
MTWW800,MONDIG450,Mondi,Mondi Telescopic Water Wand 36 - 52in ,Watering/Irrigation,876395000372,20.25,13.36
MUP280,MONDIPUMP,Mondi,Mondi Utility Pump 1585 gph,H2O Pumps/Chillers,876395000020,124.95,71.95
MWPT500,MIPH55,Milwaukee,Milwaukee Martini pH55 Waterproof pH and Temperature Tester,pH/EC/TDS,810666001552,81,48.57
MYK401,RT6502,Xtreme Gardening,Xtreme Gardening Mykos 100 g,Beneficials,689076464864,4,2.04
MYK403,RT4401,Xtreme Gardening,Xtreme Gardening Mykos lb,Beneficials,689076957359,21,11.55
MYK406,RT4402,Xtreme Gardening,Xtreme Gardening Mykos 2.2 lb,Beneficials,689076048460,32,17.6
MYKW403,RT2202,Xtreme Gardening,Xtreme Gardening Mykos WP 12 oz,Beneficials,736211378019,27,14.58
MYKW406,RT2203,Xtreme Gardening,Xtreme Gardening Mykos WP 2.2 lb,Beneficials,736211711731,63,34.65
MYKW415,RT2204,Xtreme Gardening,Xtreme Gardening Mykos WP 15 lb,Beneficials,736211378217,370,203.5
MYRP499,RT4202,Xtreme Gardening,Xtreme Gardening Mykos Root Paks Hydro 10 g 500 Pack,Beneficials,736211711830,200,110
NTRI505,ND1100053,Nutradip,Nutradip GROWBOSS Nutrient Monitoring System pH Probe,pH/EC/TDS,692236110525,68,40.88
OACC600,ON10096,ONA,ONA Apple Crumble Spray Card 15 mL,Air Purification,624493111977,3,1.64
OBA606,ON10090,ONA,ONA Block Apple Crumble 6 oz,Air Purification,624493141370,9,5.83
OBC606,ON10084,ONA,ONA Block Polar Crystal 6 oz,Air Purification,624493141318,9,5.83
OBF600,ON10047,ONA,ONA Breeze Fan,Air Purification,624493167004,75,42
OBF606,ON10051,ONA,ONA Block Fresh Linen 6 oz,Air Purification,624493141325,9,5.83
OBP606,ON10075,ONA,ONA Block PRO 6 oz,Air Purification,624493141349,9,5.83
OCA432,HOJ13172,Earth Juice,Earth Juice OilyCann qt,Nutrients,727644131722,8.97,6.489
OCF600,ON10086,ONA,ONA Cyclone Fan,Air Purification,624493168001,140,77
OFP904D,FX14053,FoxFarm,FoxFarm Ocean Forest Potting Soil 12 qt,Soil,752289790041,9,4.51
OFP904I,FX14080,FoxFarm,Ocean Forest Potting Soil 12 qt (IN MO FL Only),Soil,752289890048,9,4.51
OFP915D,FX14000,FoxFarm,FoxFarm Ocean Forest Potting Soil 1.5 cu ft,Soil,752289790058,19.95,10.55
OFP915I,FX14079,FoxFarm,Ocean Forest Potting Soil 1.5 cu ft (IN MO FL Only),Soil,752289890055,19.95,10.55
OGA633,ON10091,ONA,ONA Gel Apple Crumble L,Air Purification,624493122072,18,11.83
OGA688,ON10094,ONA,ONA Gel Apple Crumble 20 L,Air Purification,624493124076,168,101
OGAJ651,ON10093,ONA,ONA Gel Apple Crumble Jar 4 L,Air Purification,624493123079,40,26.68
OGAP651,ON10092,ONA,ONA Gel Apple Crumble Pail 4 L,Air Purification,624493123178,40,26.68
OGC633,ON10079,ONA,ONA Gel Polar Crystal L ,Air Purification,624493122010,18,11.82
OGC651,ON10080,ONA,ONA Gel Polar Crystal 4 L ,Air Purification,624493123116,40,26.67
OGC676,ON10082,ONA,ONA Gel Polar Crystal 20 L ,Air Purification,624493124014,168,101
OGCJ651,ON10081,ONA,ONA Gel Polar Crystal Jar 4 L,Air Purification,624493123017,40,26.67
OGF633,ON10039,ONA,ONA Gel Fresh Linen L ,Air Purification,624493122027,18,11.83
OGF651,ON10040,ONA,ONA Gel Fresh Linen 4 L ,Air Purification,624493123123,40,26.68
OGF676,ON10041,ONA,ONA Gel Fresh Linen 20 L ,Air Purification,624493124021,168,101
OGFJ651,ON10050,ONA,ONA Gel Fresh Linen Jar 4 L,Air Purification,624493123024,40,26.68
OGP633,ON10061,ONA,ONA Gel PRO L ,Air Purification,624493122041,18,11.82
OGP651,ON10060,ONA,ONA Gel PRO 4 L ,Air Purification,624493123147,40,26.67
OGP676,ON10058,ONA,ONA Gel PRO 20 L,Air Purification,624493124045,168,101
OGP688,ON10062,ONA,ONA Gel PRO 30 L,Air Purification,624493126049,199,130
OGPJ651,ON10059,ONA,ONA Gel PRO Jar 4 L,Air Purification,624493123048,40,26.67
OLC633,ON10076,ONA,ONA Liquid Polar Crystal L ,Air Purification,624493112011,18,11.83
OLC651,ON10077,ONA,ONA Liquid Polar Crystal 4 L ,Air Purification,624493113018,40,26.68
OLF633,ON10042,ONA,ONA Liquid Fresh Linen L ,Air Purification,624493112028,18,11.83
OMA606,ON10095,ONA,ONA Mist Apple Crumble 6 oz,Air Purification,624493111373,12,7.7
OMC606,ON10085,ONA,ONA Mist Polar Crystal 6 oz,Air Purification,624493111311,12,7.7
OMD600,ON10057,ONA,ONA Mist Dispenser,Air Purification,624493166908,24.95,14
OMF606,ON10046,ONA,ONA Mist Fresh Linen 6 oz,Air Purification,624493111328,12,7.7
OMP606,ONPROMIST,ONA,ONA Mist PRO 6 oz,Air Purification,624493111342,12,7.7
OP410,BCOP5,Organicare,Botanicare Pure 5 lb,Nutrients,757900000684,16,8.8
OP413,BCOP12,Organicare,Botanicare Pure 12 lb,Nutrients,757900000707,35,19.25
OP450,BCOP50,Organicare,Botanicare Pure 50 lb,Nutrients,757900000721,65,32.5
OPB406,BCNSOPB2,Organicare,Botanicare Pure Bloom 1.6 lb,Nutrients,757900000394,6.5,3.58
OPB413,BCNSOPB12,Organicare,Botanicare Pure Bloom 12 lb,Nutrients,757900000387,35,19.25
OPB450,BCNSOPB50,Organicare,Botanicare Pure Bloom 50 lb,Nutrients,757900000370,65,32.5
ORC416,PRPSO16,Plant Success,Plant Success Orca pt,Beneficials,689319012081,40,25.78
ORC432,PRPSO32,Plant Success,Plant Success Orca qt,Beneficials,689319012098,67.5,43.52
ORC450,PRPS128,Plant Success,Plant Success Orca gal,Beneficials,689319012104,235,147.47
ORG724,OLMFRTU,Organocide,Organocide 3-in-1 Garden Spray RTU 24 oz,Multi-Pest Control,679045119697,13,8.58
ORGC732,OLMFQT,Organocide,Organocide 3-in-1 Garden Spray Concentrate qt,Multi-Pest Control,679045119581,18.5,12.05
OS401,FX14104,FoxFarm,FoxFarm Open Sesame 6 oz,Nutrients,752289201530,15,9.75
OS415,FX14034,FoxFarm,FoxFarm Open Sesame Pail 15 lb,Nutrients,752289201745,175,104.67
OS432,BCOSXQT,Botanicare,Botanicare Seaplex qt,Nutrients,757900000288,23,12.71
OS450,BCOSXGAL,Botanicare,Botanicare Seaplex gal,Nutrients,757900000301,56.5,31.19
OS465,BCOSX2.5,Botanicare,Botanicare Seaplex 2.5 gal,Nutrients,757900000325,125,69.24
OS475,BCOSX5,Botanicare,Botanicare Seaplex 5 gal,Nutrients,757900000349,238,119.18
OSP609,ON10074,ONA,ONA PRO Spray 250 mL,Air Purification,624493111441,10,5.46
PBT432,BCNSPBTQT,Botanicare,Botanicare Pure Blend Tea qt,Nutrients,757900729455,14,7.7
PBT450,BCNSPBTGAL,Botanicare,Botanicare Pure Blend Tea gal,Nutrients,757900729462,35,19.25
PBT465,BCNSPBT25,Botanicare,Botanicare Pure Blend Tea 2.5 gal,Nutrients,757900729479,78,42.85
PBT475,BCNSPBT5,Botanicare,Botanicare Pure Blend Tea 5 gal,Nutrients,757900729486,142,70.95
PCB2045,BCHSCLPCBA45,Botanicare,Botanicare Power Cloner Black 45 Site,Clone Machines,757900712235,300,180
PCB2077,BCHSCLPCBB77,Botanicare,Botanicare Power Cloner Black 77 Site,Clone Machines,757900712259,380,228
PCP706,WMPCONTRPL,ProControl,Pro-Control Plus Total Release Aerosol Insecticide 6 oz,Insect Control,631589500102,10.5,7.04
PCS304,BCPRPSSOL4,Botanicare,Botanicare Power Clone Solution 4 oz,Clone Gels/Solutions,757900160043,23.5,12.93
PCS308,BCPRPSSOL8,Botanicare,Botanicare Power Clone Solution 8 oz,Clone Gels/Solutions,757900160081,40.25,23.27
PCS316,BCPRPSSOLPT,Botanicare,Botanicare Power Clone Solution pt,Clone Gels/Solutions,757900160166,59,32.45
PCS332,BCPRPSSOLQT,Botanicare,Botanicare Power Clone Solution qt,Clone Gels/Solutions,757900160326,108,59.35
PCWD2045,BCHSCLPCWA45,Botanicare,Botanicare Power Cloner White with Vented Humidome 45 Site,Clone Machines,757900805715,363,218
PCWD2077,BCHSCLPCWB77,Botanicare,Botanicare Power Cloner White with Vented Humidome 77 Site,Clone Machines,757900805807,475,284
PCWD2180,BCHSCLPCWC180,Botanicare,Botanicare Power Cloner White with Vented Humidome 180 Site,Clone Machines,757900808006,737,442.25
PDC732,OLSFQT,Organocide,Organocide Plant Doctor Concentrate qt,Mold/Fungus Control,679045339583,22,14.64
PE216,HL22096,HydroLogic,HydroLogic Pre-Evolution KDF85+55/Catalytic Carbon Filter,Water Filtration,812111011543,90,56
PESS510,HMOPSTOR,HM Digital,HM Digital pH Electrode Storage Solution 60 mL,pH/EC/TDS,891144000113,7,4.17
PF604,ATPRO45S,PROfilter,PROfilter Pro 45s with flange 4in 150 cfm,Air Purification,628507300012,98.1,56.565
PGE200,GH4830,General Hydroponics,General Hydroponics PowerGrower Individual,Hydroponic Systems,793094048309,90,54
PHT500,HMDPHM80,HM Digital,HM Digital pH HydroTester,pH/EC/TDS,891144000175,63,41.58
PHYC708,PSPH8,Physan,Physan 20 Concentrate 8 oz,Water Conditioners,722540001070,6.5,4.4
PHYC795,PSPH20,Physan,Physan 20 Concentrate gal,Water Conditioners,722540001032,52,34.27
PPB432,BCPBPBQT,Botanicare,Botanicare Pure Blend Pro Bloom qt,Nutrients,757900100322,23,12.65
PPB450,BCPBPBGAL,Botanicare,Botanicare Pure Blend Pro Bloom gal,Nutrients,757900101282,56,30.8
PPB465,BCPBPB2.5,Botanicare,Botanicare Pure Blend Pro Bloom 2.5 gal,Nutrients,757900103200,124.5,68.48
PPB475,BCPBPB5,Botanicare,Botanicare Pure Blend Pro Bloom 5 gal,Nutrients,757900106409,227,113.5
PPB490,BCPBPB15,Botanicare,Botanicare Pure Blend Pro Bloom 15 gal (SO Only),Nutrients,757900119997,639,319.5
PPB499,BCPBPB55,Botanicare,Botanicare Pure Blend Pro Bloom 55 gal (SO Only),Nutrients,757900108007,2248,1124
PPG432,BCPBPGQT,Botanicare,Botanicare Pure Blend Pro Grow qt,Nutrients,757900090326,23,12.65
PPG450,BCPBPGGAL,Botanicare,Botanicare Pure Blend Pro Grow gal,Nutrients,757900091286,56,30.8
PPG465,BCPBPG2.5,Botanicare,Botanicare Pure Blend Pro Grow 2.5 gal,Nutrients,757900093204,124.5,68.48
PPG475,BCPBPG5,Botanicare,Botanicare Pure Blend Pro Grow 5 gal,Nutrients,757900096403,227,113.5
PPG490,BCPBPG15,Botanicare,Botanicare Pure Blend Pro Grow 15 gal (SO Only),Nutrients,757900705206,639,319.5
PPG499,BCPBPG55,Botanicare,Botanicare Pure Blend Pro Grow 55 gal (SO Only),Nutrients,757900098001,2248,1124
PPS432,BCPBPSQT,Botanicare,Botanicare Pure Blend Pro Bloom Soil qt,Nutrients,757900110321,23,12.65
PPS450,BCPBPSGAL,Botanicare,Botanicare Pure Blend Pro Bloom Soil gal,Nutrients,757900111281,56,30.8
PPS465,BCPBPS2.5,Botanicare,Botanicare Pure Blend Pro Bloom Soil 2.5 gal,Nutrients,757900113209,124.5,68.48
PPS475,BCPBPS5,Botanicare,Botanicare Pure Blend Pro Bloom Soil 5 gal,Nutrients,757900116408,227,113.5
PPS490,BCPBPS15,Botanicare,Botanicare Pure Blend Pro Bloom Soil 15 gal (SO Only),Nutrients,757900199999,639,319.5
PPS499,BCPBPS55,Botanicare,Botanicare Pure Blend Pro Bloom Soil 55 gal (SO Only),Nutrients,757900118006,2248,1124
PQB304,RW103702W,Pargro,Pargro QD Block 4in x 4in 6 Pack,Rockwool,856372001608,6.95,4.17
PSGR401,PRPSGR04,Plant Success,Plant Success Granular 4 oz,Beneficials,689319019912,6.5,4.09
PSGR403,PRPSGR16,Plant Success,Plant Success Granular lb,Beneficials,689319019899,21,13.94
PSGR410,PRPSGR5,Plant Success,Plant Success Granular 5 lb,Beneficials,689319019967,90,60.12
PSI433,GTPROS1L,Grotek,Grotek Pro-Silicate L,Nutrients,670829807069,11.2725,7.515
PSS401,PRPSSOL04,Plant Success,Plant Success Soluble 4 oz,Beneficials,689319019844,20.5,13.45
PSS405,PRPSSOL16,Plant Success,Plant Success Soluble lb,Beneficials,689319019981,75,50.45
PST500,MIPH600BX,Milwaukee,Milwaukee pH600 Tester,pH/EC/TDS,810666001620,34.5,22.79
PT832,HGSP32,Precipitator 360,Precipitator 360 qt,Watering/Irrigation,891262001450,3.375,2.43
PVB433,TFPVB1L,Technaflora,Technaflora Pura Vida Bloom L,Nutrients,625664110829,38.42,21.5
PVB451,TFPVB4L,Technaflora,Technaflora Pura Vida Bloom 4 L,Nutrients,625664120828,76.15,42.1
PVB476,TFPVB20L,Technaflora,Technaflora Pura Vida Bloom 20 L,Nutrients,625664200827,308.74,153.26
PVG433,TFPVG1L,Technaflora,Technaflora Pura Vida Grow L,Nutrients,625664150825,38.42,21.5
PVG451,TFPVG4L,Technaflora,Technaflora Pura Vida Grow 4 L,Nutrients,625664160824,72.5,40.11
PVG466,TFPVG10L,Technaflora,Technaflora Pura Vida Grow 10 L,Nutrients,625664170823,173.93,95.77
PVG476,TFPVG20L,Technaflora,Technaflora Pura Vida Grow 20 L,Nutrients,625664180822,306.74,153.26
QCV205,HL14265,HydroLogic,HydroLogic Quick Connect Inline Shut-off Valve 3/8in ,Water Filtration,812111010584,6.5,3.85
QMFA610,CF340630,Max-Fan,Q-Max 10in Max-Fan 1019 cfm,Ventilation,840470000380,532.99,319.92
RB309,BCNSRZB275,Botanicare,Botanicare Rhizo Blast 275 mL,Clone Gels/Solutions,757900616922,40,22
RB317,BCNSRZB500,Botanicare,Botanicare Rhizo Blast 500 mL,Clone Gels/Solutions,757900617042,55,30.25
RB333,BCNSRZB1000,Botanicare,Botanicare Rhizo Blast 1000 mL,Clone Gels/Solutions,757900616915,95,52.5
RE404,GH1321,General Hydroponics,General Hydroponics Rare Earth 1.5 lb,Nutrients,793094013215,9.92,5.46
RF202,GH2721,General Hydroponics,General Hydroponics RainForest Vortex Sprayer,Hydroponic Systems,793094027212,130,80
RF206,GH6600,General Hydroponics,General Hydroponics RainForest 66 6 Site,Hydroponic Systems,793094066006,292,174.9
RF207,GH6610,General Hydroponics,General Hydroponics RainForest 66 Modular Lid Kit,Hydroponic Systems,793094066105,71.5,42.75
RF218,GH6700,General Hydroponics,General Hydroponics RainForest 318 18 Site,Hydroponic Systems,793094067003,296,177.1
RF219,GH6710,General Hydroponics,General Hydroponics RainForest 318 Modular Lid Kit,Hydroponic Systems,793094067102,75,45
RF236,GH6800,General Hydroponics,General Hydroponics RainForest 236 36 Site,Hydroponic Systems,793094068000,292,174.9
RG300,TFRTG7G,Technaflora,Technaflora Rootech Cloning Gel 1/4 oz,Clone Gels/Solutions,625664040959,3.8,2.1
RGA315D,BCRG1.5AIR,Botanicare,Botanicare Readygro Aeration Formula 1.75 cu ft,Soil,757900480158,25,15.25
RGM315D,BCRG1.5WET,Botanicare,Botanicare Readygro Moisture Formula 1.75 cu ft,Soil,757900482152,25,15.25
RHG300,BCNSRZG25,Botanicare,Botanicare Rhizo Gel 25 mL,Clone Gels/Solutions,757900618223,6,3.3
RHG303,BCNSRZG100,Botanicare,Botanicare Rhizo Gel 100 mL,Clone Gels/Solutions,757900319915,20,10.95
RHG309,BCNSRZG275,Botanicare,Botanicare Rhizo Gel 275 mL,Clone Gels/Solutions,757900323059,40,21.95
RHG317,BCNSRZG500,Botanicare,Botanicare Rhizo Gel 500 mL,Clone Gels/Solutions,757900327057,70,38.45
RMB406,HOJ50002,Earth Juice,Earth Juice Rainbow Mix Bloom 2 lb,Beneficials,727644501228,6.945,5.022
RMB420,HOJ50020,Earth Juice,Earth Juice Rainbow Mix Bloom 20 lb,Beneficials,727644501266,44.4,32.094
RMG406,HOJ50202,Earth Juice,Earth Juice Rainbow Mix Grow 2 lb,Beneficials,727644501129,6.945,5.022
RMG410,HOJ50205,Earth Juice,Earth Juice Rainbow Mix Grow 5 lb,Beneficials,727644501143,13.8675,10.026
RMG420,HOJ50220,Earth Juice,Earth Juice Rainbow Mix Grow 20 lb,Beneficials,727644501167,44.4,32.094
ROAA432,ROAAQ,Roots Organics,Roots Organics Ancient Amber qt,Nutrients,609728632328,20,11
ROAA450,ROAAG,Roots Organics,Roots Organics Ancient Amber gal,Nutrients,609728632335,50,27.5
ROAA465,ROAA2.5G,Roots Organics,Roots Organics Ancient Amber 2.5 gal,Nutrients,609728632342,100,55
ROBB432,ROBBQ,Roots Organics,Roots Organics Buddha Bloom qt,Nutrients,609728632274,18,9.9
ROBB450,ROBBG,Roots Organics,Roots Organics Buddha Bloom gal,Nutrients,609728632281,50,27.5
ROBB465,ROBB2.5G,Roots Organics,Roots Organics Buddha Bloom 2.5 gal,Nutrients,609728632298,110,60.5
ROBB475,ROBB5G,Roots Organics,Roots Organics Buddha Bloom 5 gal,Nutrients,609728632304,210,105
ROBG432,ROBGQ,Roots Organics,Roots Organics Buddha Grow qt,Nutrients,609728632229,18,9.9
ROBG450,ROBGG,Roots Organics,Roots Organics Buddha Grow gal,Nutrients,609728632236,50,27.5
ROBG465,ROBG2.5G,Roots Organics,Roots Organics Buddha Grow 2.5 gal,Nutrients,609728632243,110,60.5
ROBG475,ROBG5G,Roots Organics,Roots Organics Buddha Grow 5 gal,Nutrients,609728632250,210,105
ROBW410D,ROBW,Roots Organics,Roots Organics Big Worm cu ft,Amendments,609728631918,53,28.62
ROCP315D,ROCP,Roots Organics,Roots Organics Cocopalms 1.5 cu ft,Coco,609728631925,24.5,13.23
ROE407,ROEL3,Roots Organics,Roots Organics Elemental 3 lb,Fertilizers,609728632571,24,13.2
ROE412,ROEL9,Roots Organics,Roots Organics Elemental 9 lb,Fertilizers,609728632588,60,33
ROE440,ROEL40,Roots Organics,Roots Organics Elemental 40 lb (SO Only),Fertilizers,609728632601,210,105
ROEM915D,ROEM,Roots Organics,Roots Organics Emerald Mountain Potting Mix 1.5 cu ft,Soil,609728631956,21,11.34
ROES432,ROESQ,Roots Organics,Roots Organics Extreme Serene qt,Nutrients,609728632373,36,19.8
ROES450,ROESG,Roots Organics,Roots Organics Extreme Serene gal,Nutrients,609728632380,100,55
ROES465,ROES2.5G,Roots Organics,Roots Organics Extreme Serene 2.5 gal,Nutrients,609728632397,236,129.8
ROES475,ROES5G,Roots Organics,Roots Organics Extreme Serene 5 gal,Nutrients,609728632403,450,225
ROEW410D,ROEW,Roots Organics,Roots Organics Earth Worm cu ft,Amendments,609728631970,27,14.58
ROF915D,RO70715,Roots Organics,Roots Organics Formula 707 Growing Mix 1.5 cu ft,Soil,609728631901,25.5,13.77
ROGG915D,ROGL,Roots Organics,Roots Organics Green Lite Growing Mix 1.5 cu ft,Soil,609728631888,26.3,14.2
ROHP432,ROHPQ,Roots Organics,Roots Organics HP2 qt,Nutrients,609728632472,18,9.9
ROHP450,ROHPG,Roots Organics,Roots Organics HP2 gal,Nutrients,609728632489,50,27.5
