ID,ID2,BRAND,TITLE,CATEGORY,UPC,MSRP,COST
,HG5DIYB,Hydrofarm,DIY 5 Gal Bucket,Pots & Containers,638104011075,6.95,4.17
,HG5DIYL,Hydrofarm,DIY 5 Gal Bucket Lid,Pots & Containers,638104011082,2.95,1.77
,HG5G,Hydrofarm,5 Gallon Black Bucket,Pots & Containers,84305355577,8.5,5.1
,HG5GL,Hydrofarm,5 Gallon Bucket Lid Black,Pots & Containers,638104006613,2.45,14.7
,HG5GLID,Hydrofarm,5 Gallon Bucket Lid Black,Pots & Containers,84305387684,3.25,1.95
,HG5NETCUP,Hydrofarm,5in Net Cup,Pots & Containers,638104000833,0.96,28
,HG5NETPOT,Hydrofarm,5in Net Pot,Pots & Containers,638104000789,0.84,25
,HG5SQPOT,Hydrofarm,Planter 5 1/2in Sqx5 1/2in Tall,Pots & Containers,638104625852,0.99,0.59
,HG5X5SB,Active Aqua,5in x5in Square Black Pot,Pots & Containers,638104009546,1.05,62.97
,HG5X5SW,Active Aqua,5x5in Square Pot White,Pots & Containers,638104008884,1.14,68
,HG60123,Hydrofarm,Net Planter Square 6in x7in Tall,Pots & Containers,638104601238,1.95,0.97
,HG6MESHPOT,Hydrofarm,6in Round Mesh Bottom Pot,Pots & Containers,638104000857,0.96,28.25
,HG6NETCUP,Hydrofarm,6in Net Cup,Pots & Containers,638104000840,1.08,32
,HG6NETPOT,Hydrofarm,6in Net Pot,Pots & Containers,638104000796,0.92,28
,HG6RDBK,Hydrofarm,6in Bucket Basket Lid,Pots & Containers,638104004978,2.68,33.5
,HG6X6SB,Active Aqua,6in x6in Square Black Pot,Pots & Containers,638104009539,1.3,38.97
,HG6X6SW,Active Aqua,6x6in Square Pot White,Pots & Containers,638104008907,1.36,40.5
,HG7QBK,Hydrofarm,Black Plastic Planter 7 Quart,Pots & Containers,638104002677,1.53,41.25
,HG7X7SB,Active Aqua,7in x7in Square Black Pot,Pots & Containers,638104009522,2.1,62.97
,HG7X7SW,Active Aqua,7x7in Square Pot White,Pots & Containers,638104008921,2.16,64.5
,HG8MESHPOT,Hydrofarm,8in Round Mesh Bottom Pot,Pots & Containers,638104000864,1.8,54.25
,HG8RDBK,Hydrofarm,8in Bucket Basket Lid,Pots & Containers,638104002226,2.84,35.5
,HG9RDBK,Hydrofarm,9in Round Basket,Pots & Containers,638104000765,1.46,21
,HG9SQBK,Hydrofarm,9in Square Basket,Pots & Containers,638104004664,1.37,19.75
,HG9X9SB,Active Aqua,9in x9in Square Black Pot,Pots & Containers,638104009492,3.12,44.97
,HG9X9SW,Active Aqua,9x9in Square Pot White,Pots & Containers,638104008945,3.21,46
,HGB0.5GAL,Hydrofarm,Grow Bag 1/2 Gallon 10x11x7.5in ,Pots & Containers,638104002707,2.5,50.99
,HGB10GAL,Hydrofarm,Grow Bag 10 Gallon 21.75x14.5x,Pots & Containers,638104002820,5.4,64.79
,HGB1GAL,Hydrofarm,Grow Bag 1 Gallon 6.5 x 6x 11in ,Pots & Containers,638104002721,3.25,38.99
,HGB2GAL,Hydrofarm,Grow Bag 2 Gallon 14.5x6.5x6.5,Pots & Containers,638104002745,3.7,44.39
,HGB3GAL,Hydrofarm,Grow Bag 3 Gallon 8 x 7x 18in ,Pots & Containers,638104002769,5.25,62.99
,HGB5GAL,Hydrofarm,Grow Bag 5 Gallon 21x5.5x9.5in ,Pots & Containers,638104002783,7.5,71.99
,HGB7GAL,Hydrofarm,Grow Bag 7 Gallon 22.5x10x5.5in ,Pots & Containers,638104002806,8.75,83.99
,HGBB2,Hydrofarm,GROW!T 2' Bamboo Stakes pack,Garden Accessories,638104000352,2.25,1.35
,HGBB3,Hydrofarm,GROW!T 3' Bamboo Stakes pack,Garden Accessories,638104000369,3.45,2.07
,HGBB4,Hydrofarm,GROW!T 4' Bamboo Stakes pack,Garden Accessories,638104000185,4.55,2.73
,HGBB6,Hydrofarm,GROW!T 6' Bamboo Stakes pack,Garden Accessories,638104000376,16.95,10.17
,HGBB8,Hydrofarm,GROW!T 8' Bamboo Stakes pack,Garden Accessories,638104000390,34.95,20.97
,HGBDS,Hydrofarm,Basket Drip Stake w/Cage,Pumps & Irrigation,638104630016,0.35,21
,HGBS400,Hydrofarm,Bonsai Shears 40mm,Garden Accessories,638104106030,13.95,9.2
,HGBS400T,Hydrofarm,Bonsai Shears 40mm Titanium,Garden Accessories,638104011723,17.95,9.87
,HGBS600,Hydrofarm,Bonsai Shears 60mm,Garden Accessories,638104106047,13.95,9.2
,HGCOV4,Hydrofarm,4in Rockwool Block Cover,Growing Media,638104945783,11.95,5.98
,HGCOV6,Hydrofarm,6in Rockwool Block Cover,Growing Media,638104945790,21.95,10.98
,HGCOV8,Hydrofarm,8in Rockwool Block Cover,Growing Media,638104005883,25.95,12.98
,HGDB1,Hydrofarm,Dirt Pot 1 Gallon (50/cs),Pots & Containers,638104001304,1.95,1.17
,HGDB10,Hydrofarm,Dirt Pot 10 Gal w/Handle (25/cs),Pots & Containers,638104001359,5.95,3.57
,HGDB100,Hydrofarm,Dirt Pot 100 Gal w/Handle (10/cs),Pots & Containers,638104001571,29.95,17.97
,HGDB100NH,Hydrofarm,Dirt Pot 100 Gallon wo/Handle (5/pk) (10/cs),Pots & Containers,638104018661,25.49,13.99
,HGDB10NH,Hydrofarm,Dirt Pot 10 Gallon wo/Handle (10/pk) (60/cs),Pots & Containers,638104018739,5.49,2.99
,HGDB15,Hydrofarm,Dirt Pot 15 Gal w/Handle (25/cs),Pots & Containers,638104001366,6.95,4.17
,HGDB15NH,Hydrofarm,Dirt Pot 15 Gallon wo/Handle (10/pk) (50/cs),Pots & Containers,638104018722,6.89,3.79
,HGDB1NH,Hydrofarm,Dirt Pot 1 Gallon wo/Handle (25/pk) (250/cs),Pots & Containers,638104018760,1.79,0.99
,HGDB2,Hydrofarm,Dirt Pot 2 Gal (50/cs),Pots & Containers,638104001311,2.45,1.47
,HGDB20,Hydrofarm,Dirt Pot 20 Gal w/Handle (25/cs),Pots & Containers,638104001380,9.95,5.97
,HGDB200,Hydrofarm,Dirt Pot 200 Gal w/Handle (10/cs),Pots & Containers,638104001588,39.95,23.97
,HGDB200NH,Hydrofarm,Dirt Pot 200 Gallon wo/Handle (5/pk) (10/cs),Pots & Containers,638104018654,39.99,21.99
,HGDB20NH,Hydrofarm,Dirt Pot 20 Gallon wo/Handle (10/pk) (40/cs),Pots & Containers,638104018715,8.19,4.69
,HGDB25,Hydrofarm,Dirt Pot 25 Gal w/Handle (25/cs),Pots & Containers,638104001465,11.95,7.17
,HGDB25NH,Hydrofarm,Dirt Pot 25 Gallon wo/Handle (10/pk) (40/cs),Pots & Containers,638104018708,9.59,5.49
,HGDB2NH,Hydrofarm,Dirt Pot 2 Gallon wo/Handle (25/pk) (150/cs),Pots & Containers,638104018777,2.39,1.39
,HGDB3,Hydrofarm,Dirt Pot 3 Gal (50/cs),Pots & Containers,638104001328,2.95,1.77
,HGDB30,Hydrofarm,Dirt Pot 30 Gal w/Handle (10/cs),Pots & Containers,638104001472,12.95,7.77
,HGDB300,Hydrofarm,Dirt Pot 300 Gal w/Handle (10/cs),Pots & Containers,638104001595,49.95,29.97
,HGDB300NH,Hydrofarm,Dirt Pot 300 Gallon wo/Handle (6/cs),Pots & Containers,638104018647,49.09,27.29
,HGDB30NH,Hydrofarm,Dirt Pot 30 Gallon wo/Handle (10/pk) (40/cs),Pots & Containers,638104018692,11.8,6.49
,HGDB3NH,Hydrofarm,Dirt Pot 3 Gallon wo/Handle (25/pk) (150/cs),Pots & Containers,638104018784,3.07,1.69
,HGDB400,Hydrofarm,Dirt Pot 400 Gal w/Handle (10/cs),Pots & Containers,638104001625,59.95,35.97
,HGDB400NH,Hydrofarm,Dirt Pot 400 Gallon wo/Handle (5/cs),Pots & Containers,638104018630,59.99,32.99
,HGDB45,Hydrofarm,Dirt Pot 45 Gal w/Handle (10/cs),Pots & Containers,638104001557,16.95,10.17
,HGDB45NH,Hydrofarm,Dirt Pot 45 Gallon wo/Handle (10/pk) (20/cs),Pots & Containers,638104018685,14.49,8.49
,HGDB5,Hydrofarm,Dirt Pot 5 Gal w/Handle (25/cs),Pots & Containers,638104001335,3.95,2.37
,HGDB5NH,Hydrofarm,Dirt Pot 5 Gallon wo/Handle (10/pk) (80/cs),Pots & Containers,638104018753,3.79,2.09
,HGDB65,Hydrofarm,Dirt Pot 65 Gal w/Handle (10/cs),Pots & Containers,638104001564,22.95,13.77
,HGDB65NH,Hydrofarm,Dirt Pot 65 Gallon wo/Handle (5/pk) (20/cs),Pots & Containers,638104018678,19.59,10.99
,HGDB7,Hydrofarm,Dirt Pot 7 Gal w/Handle (25/cs),Pots & Containers,638104001342,4.95,2.97
,HGDB7NH,Hydrofarm,Dirt Pot 7 Gallon wo/Handle (10/pk) (80/cs),Pots & Containers,638104018746,4.69,2.59
,HGDBT1,Hydrofarm,Dirt Pot Tan 1 Gallon (25/pk) (250/cs),Pots & Containers,638104015745,1.95,1.17
,HGDBT100H,Hydrofarm,Dirt Pot Tan 100 Gal w/Handle (5/pk) (10/cs),Pots & Containers,638104015868,29.95,17.97
,HGDBT10H,Hydrofarm,Dirt Pot Tan 10 Gal w/Handle (10/pk) (60/cs),Pots & Containers,638104015790,5.95,3.57
,HGDBT150H,Hydrofarm,Dirt Pot Tan 150 Gal w/Handle (5/pk) (10/cs),Pots & Containers,638104015875,34.95,20.97
,HGDBT15H,Hydrofarm,Dirt Pot Tan 15 Gal w/Handle (10/pk) (40/cs),Pots & Containers,638104015806,6.95,4.17
,HGDBT2,Hydrofarm,Dirt Pot Tan 2 Gallon (25/pk) (150/cs),Pots & Containers,638104015752,2.45,1.47
,HGDBT200H,Hydrofarm,Dirt Pot Tan 200 Gal w/Handle (5/pk) (10/cs),Pots & Containers,638104015882,39.95,23.97
,HGDBT20H,Hydrofarm,Dirt Pot Tan 20 Gal w/Handle (10/pk) (40/cs),Pots & Containers,638104015813,9.95,5.97
,HGDBT25H,Hydrofarm,Dirt Pot Tan 25 Gal w/Handle (10/pk) (40/cs),Pots & Containers,638104015820,11.95,7.17
,HGDBT3,Hydrofarm,Dirt Pot Tan 3 Gallon (25/pk) (150/cs),Pots & Containers,638104015769,2.95,1.77
,HGDBT300H,Hydrofarm,Dirt Pot Tan 300 Gal w/Handle (6/cs),Pots & Containers,638104015899,49.95,29.97
,HGDBT30H,Hydrofarm,Dirt Pot Tan 30 Gal w/Handle (10/pk) (40/cs),Pots & Containers,638104015837,12.95,7.77
,HGDBT400H,Hydrofarm,Dirt Pot Tan 400 Gal w/Handle (5/cs),Pots & Containers,638104015905,59.95,35.97
,HGDBT45H,Hydrofarm,Dirt Pot Tan 45 Gal w/Handle (10/pk) (20/cs),Pots & Containers,638104015844,16.95,10.17
,HGDBT500H,Hydrofarm,SPO Dirt Pot Tan 500 Gal w/Handle (5/cs),Pots & Containers,638104015912,96.95,58.17
,HGDBT5H,Hydrofarm,Dirt Pot Tan 5 Gal w/Handle (10/pk) (80/cs),Pots & Containers,638104015776,3.95,2.37
,HGDBT600H,Hydrofarm,SPO Dirt Pot Tan 600 Gal w/Handle (4/cs),Pots & Containers,638104015929,102.95,61.77
,HGDBT65H,Hydrofarm,Dirt Pot Tan 65 Gal w/Handle (10/pk) (20/cs),Pots & Containers,638104015851,22.95,13.77
,HGDBT7H,Hydrofarm,Dirt Pot Tan 7 Gal w/Handle (10/pk) (60/cs),Pots & Containers,638104015783,4.95,2.97
,HGDEBURR,Hydrofarm,Deburring Tool,Hydro Components,638104145671,9.95,5.97
,HGDRBT,Hydrofarm,Titanium Step Drill Bit 1/4in to 1 3/8in ,Hydro Components,638104001267,29.95,17.97
,HGFLT,Active Aqua,Floating Thermometer,Plant Care,638104002998,2.09,1.25
,HGFT1241,Active Aqua,Hydrofarm Tray 12in x41in ,Hydro Components,638104009317,32.95,19.77
,HGFT22,Active Aqua,Black Flood Table/Tray 2'x2',Hydro Components,638104009690,39.9455,21.97
,HGFT24,Active Aqua,Black Flood Table/Tray 2'x4',Hydro Components,638104008471,61.9455,34.07
,HGFT24COV,Active Aqua,2'x4' Flood Table Cover,Hydro Components,638104010597,66.95,40.17
,HGFT33,Active Aqua,Black Flood Table/Tray 3'x3',Hydro Components,638104009683,67.95,37.37
,HGFT33COV,Active Aqua,3'x3' Flood Table Cover White,Hydro Components,638104010580,87.95,52.77
,HGFT36,Active Aqua,Black Flood Table/Tray 3'x6',Hydro Components,638104009676,129.95,71.47
,HGFT44,Active Aqua,Black Flood Table/Tray 4'x4',Hydro Components,638104008488,97.95,53.87
,HGFT44COV,Active Aqua,4'x4' Flood Table Cover,Hydro Components,638104010054,145.95,87.57
,HGFT46,Active Aqua,Flood Table 4x6 Black,Hydro Components,638104013253,157.95,86.87
,HGFT84,Active Aqua,Black Flood Table/Tray 8'x4',Hydro Components,638104008495,185.95,102.27
,HGFT841,Active Aqua,Hydrofarm Tray 8in x41in ,Hydro Components,638104009324,28.95,17.37
,HGFTDM22,Active Aqua,Active Aqua 2'x2' Humidome,Hydro Components,638104010030,69.95,41.97
,HGFTDM24,Active Aqua,Active Aqua 2'x4' Humidome,Hydro Components,638104009706,134.95,74.22
,HGFTDM33,Active Aqua,Active Aqua 3'x3' Humidome,Hydro Components,638104010047,103.95,62.37
,HGFTE24,Active Aqua,Economy Flood Table 2x4',Hydro Components,638104006767,59.95,32.97
,HGFTE44,Active Aqua,Economy Flood Table 4x4',Hydro Components,638104006743,84.95,46.72
,HGFTE84,Active Aqua,Economy Flood Table 8x4',Hydro Components,638104006729,136.95,75.32
,HGFTW24,Active Aqua,Flood Table 2x4 White,Hydro Components,638104006309,61.95,34.07
,HGFTW44,Active Aqua,Flood Table 4x4 White,Hydro Components,638104006293,97.95,53.87
,HGFTW84,Active Aqua,Flood Table 8x4 White,Hydro Components,638104006279,185.95,102.27
,HGGR50,Active Aqua,Hydrofarm 1/2in Rubber Grommet,Pumps & Irrigation,638104005647,0.48,5.98
,HGGR75,Active Aqua,Hydrofarm 3/4in Rubber Grommet,Pumps & Irrigation,638104005654,0.64,7.98
,HGHDS,Hydrofarm,Heavy Duty Shear,Garden Accessories,638104010436,12.95,7.12
,HGHDSPRING,Hydrofarm,Heavy Duty Shear Spring,Garden Accessories,,0.5,0.3
,HGIOHT,Active Air,Active Air Indoor-Outdoor Thermometer w/Hygrometer,Garden Accessories,638104106009,19.95,11.97
,HGIOHTJ,Active Air,Active Air Hygro-Thermometer,Garden Accessories,638104106016,21.95,13.17
,HGMB,Hydrofarm,Hydrofarm Measuring Beaker,Garden Accessories,638104006606,8.95,64.44
,HGMC1000,Hydrofarm,Measuring Cup 1000ml,Garden Accessories,638104000734,11.95,3.57
,HGMC2000,Hydrofarm,Measuring Cup 2000ml ,Garden Accessories,638104000741,15.95,4.77
,HGMC250,Hydrofarm,Measuring Cup 250ml ,Garden Accessories,638104000895,4.75,1.47
,HGMC3000,Hydrofarm,Measuring Cup 3000ml ,Garden Accessories,638104000758,20.95,7.17
,HGMC400,Hydrofarm,Mini Clipper,Garden Accessories,638104106061,5.5,3.64
,HGMC500,Hydrofarm,Measuring Cup 500ml,Garden Accessories,638104000727,7.95,2.37
,HGMHS,Hydrofarm,Mini Hanzo Snips,Garden Accessories,638104010795,2.95,2.12
,HGMMSG,Hydrofarm,Mini Measure Shot Glass,Garden Accessories,638104000970,3.45,19.08
,HGN15,Hydrofarm,Trellis Netting 5'x15',Garden Accessories,638104008006,11.95,5.98
,HGN15S,Hydrofarm,Trellis Netting 3.5in Mesh 5'x15',Garden Accessories,638104006989,12.95,6.48
,HGN30,Hydrofarm,Trellis Netting 5'x30',Garden Accessories,638104008020,17.95,8.98
,HGNEO2B,Hydrofarm,Neoprene 2in Insert Black,Hydro Components,,0.4,8.37
,HGNEO2MC,Hydrofarm,Neoprene 2in Insert Mixed Color,Hydro Components,,0.4,23.97
,HGNEO3B,Hydrofarm,Neoprene 3in Insert Black,Hydro Components,,0.8,11.97
,HGNP,Hydrofarm,30ml Nutrient Pump,Garden Accessories,638104000949,1.95,1.17
,HGPINT,Hydrofarm,Hydrofarm Pint Glass,Garden Accessories,638104000123,5.95,4.28
,HGPIP,Hydrofarm,Disposable Transfer Pipettes 3,Garden Accessories,,0.15,1.77
,HGPLYO,Hydrofarm,Plant Yoyo w/ Stopper,Garden Accessories,638104004602,1.91,11.48
,HGPM50,Hydrofarm,Plant Stake Labels White 6in x5/,Seed Starting,638104001236,1.95,1.17
,HGPP400,Hydrofarm,Precision Pruner,Garden Accessories,638104106054,12.95,7.12
,HGPP400C,Hydrofarm,Precision Curved Blade Pruner,Garden Accessories,638104010412,13.95,7.67
,HGPP400CT,Hydrofarm,Titanium Precision Curved Blade Pruner,Garden Accessories,638104011716,17.95,9.87
,HGPP400T,Hydrofarm,Precision Titanium Pruner (12/cs),Garden Accessories,638104007047,16.95,11.18
,HGPPSPRING,Hydrofarm,Precision Pruner Spring,Garden Accessories,638104000154,0.34,2
,HGPROBAT,Hydrofarm,Batteries for pH/TDS pen 1.4v, pack of 4,Meters & Solutions,638104008167,6.95,4.18
,HGPT,Hydrofarm,Hydrofarm Plant Tie 150ft x 1/2in  8mil,Garden Accessories,638104002608,2.95,2.12
,HGPTF16,Hydrofarm,Trim Fast - Scissor / Trimmer Lubricant 16 oz (4/cs),Garden Accessories,638104018302,49.99,27.49
,HGPTF4,Hydrofarm,Trim Fast - Scissor / Trimmer Lubricant 4 oz (12/cs),Garden Accessories,638104018319,19.99,11.99
,HGPTFSUW,Hydrofarm,Trim Fast Single Use Wipe,Garden Accessories,10638104018569,24.99,12.49
,HGQTMAT,Hydrofarm,Quantum Moisture Mat 9x36,Hydro Components,,3.5,2.1
,HGQTTRAY,Hydrofarm,Tray for Quantum 10in x38in x2 1/2in ,Hydro Components,,19.95,11.97
,HGRES100B,Active Aqua,100 gal Reservoir 53in x53in x13in ,Hydro Components,638104008501,189.95,104.47
,HGRES100C,Active Aqua,100 gal Reservoir Cover 50in x50in ,Hydro Components,638104008518,93.95,51.67
,HGRES115K,Active Aqua,115 Gal Reservoir Kit,Hydro Components,,364.95,209.85
,HGRES115PWB,Active Aqua,115 Gal Res Bottom Premium White,Hydro Components,638104011471,238.95,137.4
,HGRES115PWC,Active Aqua,115 Gal Res Cover Premium White,Hydro Components,638104011518,146.95,84.5
,HGRES20K,Active Aqua,20 Gal Reservoir Kit,Hydro Components,,104.95,60.35
,HGRES20PWB,Active Aqua,20 Gal Res Bottom Premium White,Hydro Components,638104011440,61.95,35.62
,HGRES20PWC,Active Aqua,20 Gal Res Cover Premium White,Hydro Components,638104011488,42.95,24.7
,HGRES25B,Active Aqua,25 gal Reservoir 30in x30in x13in ',Hydro Components,638104008525,65.95,36.27
,HGRES25C,Active Aqua,25 gal Reservoir Cover 27in x27in ,Hydro Components,638104008532,34.95,19.22
,HGRES40K,Active Aqua,40 Gal Reservoir Kit,Hydro Components,,144.95,83.35
,HGRES40PWB,Active Aqua,40 Gal Res Bottom Premium White,Hydro Components,638104011457,89.95,51.72
,HGRES40PWC,Active Aqua,40 Gal Res Cover Premium White,Hydro Components,638104011495,57.95,33.32
,HGRES50B,Active Aqua,50 gal Reservoir 39.5in x39.5in x13in ,Hydro Components,638104008587,96.95,53.32
,HGRES50C,Active Aqua,50 gal Reservoir Cover 36.5in x36.5in ,Hydro Components,638104008549,47.95,26.37
,HGRES70K,Active Aqua,70 Gal Reservoir Kit,Hydro Components,,268.95,154.65
,HGRES70PWB,Active Aqua,70 Gal Res Bottom Premium White,Hydro Components,638104011464,185.95,106.92
,HGRES70PWC,Active Aqua,70 Gal Res Cover Premium White,Hydro Components,638104011501,95.95,55.17
,HGRES75B,Active Aqua,75 gal Reservoir 46.5in x46.5in x13in ,Hydro Components,638104008556,136.95,75.32
,HGRES75C,Active Aqua,75 gal Reservoir Cover 43.5in x43.5in ,Hydro Components,638104008563,66.95,36.82
,HGRES75W,Active Aqua,75 Gal Res Bottom White,Hydro Components,638104006255,162.95,89.62
,HGRESPHC,Active Aqua,Port Hole Cover fits all sizes,Hydro Components,638104008570,8.95,4.92
,HGRESPPHC,Active Aqua,Premium Port Hole Cover,Hydro Components,638104011525,8.95,5.15
,HGRH350W,Active Aqua,Titanium Submersible Reservoir Heater,Pumps & Irrigation,638104319119,39.95,23.97
,HGS10,Hydrofarm,Clear Saucer 10in ,Pots & Containers,638104008297,0.92,11.5
,HGS10P,Hydrofarm,Green Premium Saucer 10in ,Pots & Containers,638104010467,1.37,19
,HGS12,Hydrofarm,Clear Saucer 12in ,Pots & Containers,638104008310,1.6,8
,HGS12P,Hydrofarm,Green Premium Saucer 12in ,Pots & Containers,638104010498,1.63,9
,HGS14,Hydrofarm,Clear Saucer 14in ,Pots & Containers,638104008334,1.98,9.9
,HGS14P,Hydrofarm,Green Premium Saucer 14in ,Pots & Containers,638104010504,2.49,14.2
,HGS16P,Hydrofarm,Green Premium Saucer 16in ,Pots & Containers,638104010511,2.9,17
,HGS20PB,Hydrofarm,Big Saucer Black 20in  (5/cs),Pots & Containers,,9.95,29.85
,HGS25PB,Hydrofarm,Super Saucer Black 25in (5/cs),Pots & Containers,,16.95,50.85
,HGS6,Hydrofarm,Clear Saucer 6in ,Pots & Containers,638104008259,0.34,4.25
,HGS6P,Hydrofarm,Green Premium Saucer 6in ,Pots & Containers,638104010474,0.6,8.5
,HGS8,Hydrofarm,Clear Saucer 8in ,Pots & Containers,638104008273,0.62,7.75
,HGS8P,Hydrofarm,Green Premium Saucer 8in ,Pots & Containers,638104010481,0.96,12.5
,HGSB,Hydrofarm,Telescopic Groove Brush for Flood Tables,Hydro Components,638104006217,39.95,23.97
,HGSCALP,Hydrofarm,Disposable Scalpel Model 11,Seed Starting,638104000932,1.65,9.9
,HGSFT44,Hydrofarm,4x4 Tray Stand w/Hanging Bar,Hydro Components,638104010863,191.95,115.17
,HGSFT84,Active Aqua,8x4 Tray Stand w/Hanging Bar,Hydro Components,638104010870,299.95,179.97
,HGSPRAY32,Hydrofarm,32 oz Plastic Sprayer,Garden Accessories,638104008877,3.5,2.1
,HGSPRAY32REP,Hydrofarm,32 oz. Sprayer Replacement Head,Garden Accessories,638104000277,0.59,0.35
,HGSPRAY40,Hydrofarm,Hydrofarm Sprayer 40oz ,Garden Accessories,638104001281,8.95,5.37
,HGSS,Hydrofarm,Hydrofarm Seed Sower,Garden Accessories,638104002585,2.95,2.12
,HGST,Hydrofarm,Garden Soft Tie,Garden Accessories,638104010368,3.95,2.37
,HGTB100,Hydrofarm,1in Black Tubing ID 1in xOD 13/16,Pumps & Irrigation,638104003414,124.95,74.97
,HGTB14,Hydrofarm,1/4in Clear Tubing 100' Roll,Pumps & Irrigation,,11.95,7.17
,HGTB25,Hydrofarm,1/4in Black Tubing ID 0.17in xOD,Pumps & Irrigation,638104003445,18.95,11.37
,HGTB316,Hydrofarm,3/16in Black Tubing 100',Pumps & Irrigation,638104002509,24.95,14.97
,HGTB38,Hydrofarm,3/8in Clear Tubing 100'Roll,Pumps & Irrigation,,27.95,16.77
,HGTB38-25,Hydrofarm,3/8in Clear Tubing 25'Roll,Pumps & Irrigation,638104004220,8.95,5.37
,HGTB50,Hydrofarm,1/2in Black Tubing ID 0.50in xOD,Pumps & Irrigation,,26.95,16.17
,HGTB50GF,Hydrofarm,1/2in Black Tubing 25' Roll,Pumps & Irrigation,638104004091,10.95,6.57
,HGTB516,Hydrofarm,5/16in ID Black Tubing 100' Ro,Pumps & Irrigation,,24.95,14.97
,HGTB635,Hydrofarm,5/8in Black Tubing ID 0.635in xOD,Pumps & Irrigation,638104001250,36.95,22.17
,HGTB75,Hydrofarm,3/4in Black Tubing ID 0.75in xOD,Pumps & Irrigation,638104003421,74.95,44.97
,HGTB75GF,Hydrofarm,3/4in Black Tubing 25' Roll,Pumps & Irrigation,638104012201,24.95,14.97
,HGTG,Hydrofarm,Plant Tape Gun,Garden Accessories,638104018401,79.99,45.99
,HGTGS,Hydrofarm,Staples for Tape Binder pack,Garden Accessories,638104018418,6.99,4.19
,HGTHG,Hydrofarm,Temperature/Humidity Gauge,Garden Accessories,77784004975,24.95,16.47
,HGTT,Hydrofarm,Twist Tie 50M (24/cs),Garden Accessories,638104010337,2.95,1.77
,HGWATERCAN,Hydrofarm,Hydrofarm Watering Can 9 Liters,Garden Accessories,638104001816,18.95,11.37
,HGWC,Hydrofarm,Quick Hose Connectors Set of 2,Garden Accessories,638104005029,3.95,2.37
,HGWT,Hydrofarm,Electronic Water Timer,Garden Accessories,638104017589,19.95,11.97
,HGWW,Hydrofarm,Telescopic Watering Wand,Garden Accessories,638104004688,17.95,10.77
,HORF6,Active Air,Active Air 6in Clip Fan 5W (16 per case),Ventilation,638104014724,21.95,13.17
,HORF8,Active Air,Active Air 8in Clip Fan 7.5W,Ventilation,638104014731,29.95,17.97
,HSFC,Hydrofarm,Heat Shield Fan Cover,Ventilation,,64.95,38.97
,HSXT6,Xtrasun,Heat Shield for XT6AC & RF6AC,Grow Light Reflectors,638104003223,62.95,37.77
,HYBAG,Hydrofarm,Hydrofarm Bio-Degradable Bags,Garden Accessories,,0.46,27.57
,IGCLAMPL,Hydrofarm,3/4in Hose Quick Clamp,Pumps & Irrigation,,1.03,5.15
,IGCLAMPS,Hydrofarm,1/2in Hose Quick Clamp,Pumps & Irrigation,,0.92,4.6
,IGHHFLG,Phat,Charcoal Filter Goblin,Air Purification,6943764512157,108.95,63
,IGHHFSM,Phat,Charcoal Filter Elf,Air Purification,6943764512133,62.95,38
,IGS10HEPA,Phat,Organic Air 10in HEPA air filter,Air Purification,6943764510078,237.99,121.9
,IGS12HEPA,Phat,Organic Air 12in HEPA air filter,Air Purification,6943764510061,288.99,147.34
,IGS4HEPA,Phat,Organic Air 4in HEPA air filter,Air Purification,638104002868,104.99,52.5
,IGS6HEPA,Phat,Organic Air 6in HEPA air filter,Air Purification,6943764510092,139.99,71.02
,IGS8HEPA,Phat,Organic Air 8in  HEPA air filter,Air Purification,6943764510085,179.99,95.4
,IGSCFF10,Phat,Charcoal Fiber Filter 10in ,Air Purification,6943764510047,279.99,150.52
,IGSCFF12,Phat,Charcoal Fiber Filter 12in ,Air Purification,6943764510054,299.99,179.14
,IGSCFF4,Phat,Charcoal Fiber Filter 4in ,Air Purification,6943764510016,112.99,59.36
,IGSCFF6,Phat,Charcoal Fiber Filter 6in ,Air Purification,6943764510023,137.99,79.5
,IGSCFF8,Phat,Charcoal Fiber Filter 8in ,Air Purification,6943764510030,208.99,116.6
,IGSMUG,Hydrofarm,International Measure Mug,Garden Accessories,6943764510160,14.99,7.9
,IGSPF124,Phat,Phat Filter 12in x4in  200 CFM,Air Purification,6943764510917,86.99,43.49
,IGSPF124PF,Phat,Phat Pre-Filter 12x4,Air Purification,6943764511143,6.25,3.5
,IGSPF126,Phat,Phat Filter 12in x6in  275 CFM,Air Purification,6943764510931,113.99,56.99
,IGSPF126PF,Phat,Phat Pre-Filter 12x6,Air Purification,6943764511167,8.25,3.71
,IGSPF166,Phat,Phat Filter 16in x6in  375 CFM,Air Purification,6943764510948,127.99,63.99
,IGSPF166PF,Phat,Phat Pre-Filter 16x6,Air Purification,6943764511310,9.95,4.34
,IGSPF2012,Phat,Phat Filter 20in x12in  850 CFM,Air Purification,6943764511020,201.99,100.99
,IGSPF2012PF,Phat,Phat Pre-Filter 20x12,Air Purification,6943764511259,17.95,7.91
,IGSPF204,Phat,Phat Filter 20in x4in  350 CFM,Air Purification,6943764510924,109.99,54.99
,IGSPF204PF,Phat,Phat Pre-Filter 20x4,Air Purification,6943764511150,8.95,4.2
,IGSPF206,Phat,Phat Filter 20in x6in  450 CFM,Air Purification,6943764510955,133.99,66.99
